"Please sign in with Adobe ID","გთხოვთ, შეიყვანოთ Adobe ID– ით",module,Magento_AdminAdobeIms
"Admin token generation is disabled. Please use Adobe IMS ACCESS_TOKEN.","Admin ნიშნის გამომუშავება გამორთულია. გთხოვთ გამოიყენოთ Adobe IMS ACCESS_TOKEN.",module,Magento_AdminAdobeIms
"Identity Verification","პირადობის შემოწმება",module,Magento_AdminAdobeIms
"Verify Identity with Adobe IMS","გადაამოწმეთ პირადობა Adobe IMS– ით",module,Magento_AdminAdobeIms
"Confirm Identity","დაადასტურეთ პირადობა",module,Magento_AdminAdobeIms
"To apply changes you need to verify your Adobe identity.","ცვლილებების შესასრულებლად საჭიროა თქვენი Adobe– ის ვინაობის გადამოწმება.",module,Magento_AdminAdobeIms
"Identity Verified with Adobe IMS","პირადობის მოწმობა Adobe IMS– ით",module,Magento_AdminAdobeIms
"Please perform the AdobeIms reAuth and try again.","გთხოვთ, შეასრულოთ AdobeIms reAuth და კვლავ სცადეთ.",module,Magento_AdminAdobeIms
"Use the same email user has in Adobe IMS organization.","გამოიყენეთ იგივე ელ.ფოსტის მომხმარებელი Adobe IMS ორგანიზაციაში.",module,Magento_AdminAdobeIms
"The tokens couldn't be revoked.","ტოქსების გაუქმება შეუძლებელი გახდა.",module,Magento_AdminAdobeIms
"No matching admin user found for Adobe ID.","Adobe ID– სთვის ვერ მოიძებნა შესაბამისი ადმინისტრატორი.",module,Magento_AdminAdobeIms
"This field is required to enable the Admin Adobe IMS Module","ეს ველი საჭიროა Admin Adobe IMS მოდულის გასააქტიურებლად",module,Magento_AdminAdobeIms
"No valid Organization ID provided","არ არის მითითებული ორგანიზაციის მოქმედი პირადობის მოწმობა",module,Magento_AdminAdobeIms
"No valid Client ID provided","კლიენტის მოქმედი პირადობის მოწმობა არ არის გათვალისწინებული",module,Magento_AdminAdobeIms
"No valid Client Secret provided","არ არის მოქმედი კლიენტის საიდუმლოება",module,Magento_AdminAdobeIms
"2FA is required when enabling the Admin Adobe IMS Module","2FA საჭიროა Admin Adobe IMS მოდულის გამოყენებისას",module,Magento_AdminAdobeIms
"Can't check user membership in organization.","ვერ შეამოწმებთ მომხმარებელთა წევრობას ორგანიზაციაში.",module,Magento_AdminAdobeIms
"Could not check Organization Membership. Response is empty.","ვერ შეამოწმეს ორგანიზაციის წევრობა. პასუხი ცარიელია.",module,Magento_AdminAdobeIms
"User is not a member of configured Adobe Organization.","მომხმარებელი არ არის კონფიგურირებული Adobe ორგანიზაციის წევრი.",module,Magento_AdminAdobeIms
"Organization Membership check can't be performed","ორგანიზაციის წევრობის შემოწმება შეუძლებელია",module,Magento_AdminAdobeIms
"The ims token wasn't found.","Ims ნიშანი ვერ იქნა ნაპოვნი.",module,Magento_AdminAdobeIms
"Sign in to access the Adobe Commerce for your organization.","შეიყვანეთ Adobe- ის კომერციის შესვლა თქვენი ორგანიზაციისთვის.",module,Magento_AdminAdobeIms
"Sign In",ნიშანი,module,Magento_AdminAdobeIms
"This Commerce instance is managed by an organization. Contact your organization administrator to request access.","ამ სავაჭრო მაგალითს მართავს ორგანიზაცია. დაუკავშირდით თქვენი ორგანიზაციის ადმინისტრაციას, რომ მოითხოვოთ წვდომა.",module,Magento_AdminAdobeIms
"Sign in with Adobe ID","შესვლა Adobe ID– ით",module,Magento_AdminAdobeIms
"Read Details","წაიკითხეთ დეტალები",module,Magento_AdminNotification
"Mark as Read","მონიშნე როგორც წაიკითხეთ",module,Magento_AdminNotification
"Are you sure?","Დარწმუნებული ხარ?",module,Magento_AdminNotification
Remove,ამოიღეთ,module,Magento_AdminNotification
"Messages Inbox","შეტყობინებები ყუთში",module,Magento_AdminNotification
"You have %1 new system messages","თქვენ გაქვთ% 1 ახალი სისტემის შეტყობინებები",module,Magento_AdminNotification
"You have %1 new system message","თქვენ გაქვთ% 1 ახალი სისტემის შეტყობინება",module,Magento_AdminNotification
"Incoming Message","შემომავალი შეტყობინება",module,Magento_AdminNotification
close,ახლოს,module,Magento_AdminNotification
Notifications,შეტყობინებები,module,Magento_AdminNotification
"The message has been marked as Read.","შეტყობინება აღინიშნა, როგორც წაკითხული.",module,Magento_AdminNotification
"We couldn't mark the notification as Read because of an error.","შეცდომის გამო ჩვენ ვერ დავნიშნეთ შეტყობინებას, როგორც წაიკითხეთ.",module,Magento_AdminNotification
"Please select messages.","გთხოვთ აირჩიოთ შეტყობინებები.",module,Magento_AdminNotification
"A total of %1 record(s) have been marked as Read.","სულ 1% ჩანაწერი (ებ) ი აღინიშნა, როგორც წაკითხული.",module,Magento_AdminNotification
"Total of %1 record(s) have been removed.","ამოღებულია 1% -იანი ჩანაწერი.",module,Magento_AdminNotification
"We couldn't remove the messages because of an error.","შეცდომის გამო ვერ ამოიღეთ შეტყობინებები.",module,Magento_AdminNotification
"The message has been removed.","შეტყობინება ამოღებულია.",module,Magento_AdminNotification
"You have viewed and resolved all recent system notices. Please refresh the web page to clear the notice alert.","თქვენ დაათვალიერეთ და მოაგვარეთ სისტემის ყველა ბოლო შეტყობინება. გთხოვთ, განაახლეთ ვებ – გვერდი, რომ გაითვალისწინოთ სიგნალიზაცია.",module,Magento_AdminNotification
"1 Hour","1 საათი",module,Magento_AdminNotification
"2 Hours","2 საათი",module,Magento_AdminNotification
"6 Hours","6 საათი",module,Magento_AdminNotification
"12 Hours","12 საათი",module,Magento_AdminNotification
"24 Hours","24 საათი",module,Magento_AdminNotification
critical,კრიტიკული,module,Magento_AdminNotification
major,მთავარი,module,Magento_AdminNotification
minor,არასრულწლოვანი,module,Magento_AdminNotification
notice,შეტყობინება,module,Magento_AdminNotification
"Wrong message type","არასწორი წერილის ტიპი",module,Magento_AdminNotification
"Wrong notification ID specified.","მითითებულია არასწორი შეტყობინების ID.",module,Magento_AdminNotification
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","{ { base_url } } არ არის რეკომენდებული საწარმოო გარემოში გამოყენება ბაზის დაუცველი URL / ბაზის უსაფრთხო URL გამოცხადებისთვის. ჩვენ გირჩევთ შეცვალოთ ეს მნიშვნელობა თქვენს Magento < a href = ""% 1"" > კონფიგურაცია < / a >.",module,Magento_AdminNotification
"One or more of the Cache Types are invalidated: %1. ","ქეშის ერთი ან რამდენიმე ტიპი ბათილია:% 1. ",module,Magento_AdminNotification
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","გთხოვთ, წახვიდეთ < a href = ""% 1"" > Cache მენეჯმენტი < / a > და განაახლეთ ქეშის ტიპები.",module,Magento_AdminNotification
"We were unable to synchronize one or more media files. Please refer to the log file for details.","ჩვენ ვერ შევძელით ერთი ან რამდენიმე მედია ფაილის სინქრონიზაცია. გთხოვთ, გაეცნოთ ჟურნალის ფაილს დეტალებისთვის.",module,Magento_AdminNotification
"Synchronization of media storages has been completed.","დასრულდა მედია საცავის სინქრონიზაცია.",module,Magento_AdminNotification
"Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.","თქვენი ვებ სერვერი არასწორად არის დაყენებული და საშუალებას აძლევს უნებართვო წვდომას მგრძნობიარე ფაილებზე. გთხოვთ დაუკავშირდეთ თქვენს ჰოსტინგის პროვაიდერს.",module,Magento_AdminNotification
"System Messages:","სისტემის შეტყობინებები:",module,Magento_AdminNotification
"Critical System Messages","კრიტიკული სისტემის შეტყობინებები",module,Magento_AdminNotification
"Major System Messages","ძირითადი სისტემის შეტყობინებები",module,Magento_AdminNotification
"System messages","სისტემის შეტყობინებები",module,Magento_AdminNotification
Close,დახურვა,module,Magento_AdminNotification
"See All (","იხილეთ ყველა (",module,Magento_AdminNotification
" unread)"," წაკითხული)",module,Magento_AdminNotification
"Authorization was successful","ავტორიზაცია წარმატებული იყო",module,Magento_AdobeIms
"Login failed. Please check if <a href=""%url"">the Secret Key</a> is set correctly and try again.","ლოგინი ვერ მოხერხდა. გთხოვთ, შეამოწმოთ, არის თუ არა < a href = ""%url"" > საიდუმლო გასაღები < / a > მითითებული სწორად და კვლავ სცადეთ.",module,Magento_AdobeIms
"Something went wrong.","რაღაც არასწორედ წარიმართა.",module,Magento_AdobeIms
"An error occurred during the callback request from the Adobe service: %error","შეცდომა დაფიქსირდა Adobe– ის სერვისის გამოძახების მოთხოვნის დროს:% შეცდომა",module,Magento_AdobeIms
"An error occurred during get user data. Contact support.","შეცდომა მოხდა მომხმარებლის მონაცემების მიღების დროს. საკონტაქტო მხარდაჭერა.",module,Magento_AdobeIms
"Could not login to Adobe IMS.","ვერ მოხერხდა Adobe IMS– ის შესვლა.",module,Magento_AdobeIms
"An error occurred during logout operation.","შეცდომა მოხდა გამოსვლის ოპერაციის დროს.",module,Magento_AdobeIms
"Could not save user profile.","ვერ შეინახა მომხმარებლის პროფილი.",module,Magento_AdobeIms
"Could not find user profile id: %id.","ვერ იპოვნეთ მომხმარებლის პროფილის id:% id.",module,Magento_AdobeIms
"The user profile wasn't found.","მომხმარებლის პროფილი ვერ მოიძებნა.",module,Magento_AdobeIms
button_label,ღილაკი,module,Magento_AdobeStockAdminUi
"Connection Successful!","კავშირი წარმატებულია!",module,Magento_AdobeStockAdminUi
"Connection Failed!","კავშირი ვერ მოხერხდა!",module,Magento_AdobeStockAdminUi
"An error occurred during test Adobe Stock API connection","შეცდომა მოხდა Adobe Stock API კავშირის დროს",module,Magento_AdobeStockAdminUi
"Could not retrieve assets.","ვერ შეძლო აქტივების დაბრუნება.",module,Magento_AdobeStockAsset
"Adobe Stock asset with id %id does not exist.","Adobe საფონდო აქტივი id% id არ არსებობს.",module,Magento_AdobeStockAsset
"Requested asset does not exist.","მოთხოვნილი აქტივი არ არსებობს.",module,Magento_AdobeStockAsset
"Cannot retrieve assets from Adobe Stock.","Adobe Stock– ის აქტივების ამოღება შეუძლებელია.",module,Magento_AdobeStockAsset
"Could not delete Adobe Stock asset with id %id","ვერ წაშალეთ Adobe საფონდო აქტივი id% id",module,Magento_AdobeStockAsset
"An error occurred during adobe stock asset save.","შეცდომა მოხდა adobe საფონდო აქტივის დაზოგვის დროს.",module,Magento_AdobeStockAsset
"Could not delete Adobe Stock asset category with id %id","ვერ წაშალეთ Adobe Stock აქტივების კატეგორიაში id%",module,Magento_AdobeStockAsset
"Adobe Stock asset category with id ""%1"" does not exist.","Adobe საფონდო აქტივების კატეგორიაში id ""% 1"" არ არსებობს.",module,Magento_AdobeStockAsset
"Could not delete Adobe Stock asset creator with id %id","ვერ წაშლით Adobe Stock აქტივების შემქმნელს id% id",module,Magento_AdobeStockAsset
"Adobe Stock asset creator with id ""%1"" does not exist.","Adobe Stock აქტივების შემქმნელი id ""% 1"" არ არსებობს.",module,Magento_AdobeStockAsset
"Cannot retrieve the field %1. It's not available in Adobe Stock SDK","ვერ მიიღებთ ველს %1. ეს არ არის ხელმისაწვდომი Adobe Stock SDK– ში",module,Magento_AdobeStockClient
"Files ids can not be empty.","ფაილების იდები არ შეიძლება ცარიელი.",module,Magento_AdobeStockClient
"Could not retrieve files information.","ვერ შეძლო ფაილების ინფორმაციის მოძიება.",module,Magento_AdobeStockClient
"Adobe API Key is invalid!","Adobe API გასაღები არასწორია!",module,Magento_AdobeStockClient
"Adobe Api Key is required!","Adobe Api Key არის საჭირო!",module,Magento_AdobeStockClient
"Adobe API login has expired!","Adobe API შესვლა ამოიწურა!",module,Magento_AdobeStockClient
". ': %error_message'",". ': %error_message'",module,Magento_AdobeStockClient
"Create attributes process failed: %error_message","ატრიბუტების პროცესი ვერ მოხერხდა:% error_message",module,Magento_AdobeStockClient
"Adobe id is required.","საჭიროა Adobe id.",module,Magento_AdobeStockImageAdminUi
"An error occurred on attempt to retrieve asset information.","მოხდა შეცდომა აქტივების ინფორმაციის მოპოვების მცდელობისას.",module,Magento_AdobeStockImageAdminUi
"An error occurred on attempt to retrieve image licensing information.","შეცდომა მოხდა სურათის ლიცენზირების ინფორმაციის მოპოვების მცდელობისას.",module,Magento_AdobeStockImageAdminUi
"Retrieving license information for images failed.","სურათებისთვის სალიცენზიო ინფორმაციის მოძიება ვერ მოხერხდა.",module,Magento_AdobeStockImageAdminUi
"The image was licensed and saved successfully.","სურათი ლიცენზირებული იყო და წარმატებით იქნა შენახული.",module,Magento_AdobeStockImageAdminUi
"Failed to authenticate to Adobe Stock API. <br> Please correct the API credentials in <a href=""%url"">Configuration → System → Adobe Stock Integration.</a>","ვერ შეძლო Adobe Stock API– ს ავთენტიფიკაცია. < br > გთხოვთ, შეასწოროთ API სერთიფიკატები < a href = > კონფიგურაცია → სისტემა → Adobe საფონდო ინტეგრაცია. < / a >",module,Magento_AdobeStockImageAdminUi
"An error occurred on attempt to license and save the image.","შეცდომა მოხდა სურათის ლიცენზიის და გადარჩენის მცდელობისას.",module,Magento_AdobeStockImageAdminUi
"An error occurred on attempt to retrieve user quota.","შეცდომა მოხდა მომხმარებლის კვოტის აღდგენის მცდელობისას.",module,Magento_AdobeStockImageAdminUi
"You have successfully downloaded the licensed image.","თქვენ წარმატებით გადმოწერეთ ლიცენზირებული სურათი.",module,Magento_AdobeStockImageAdminUi
"An error occurred on attempt to save image.","შეცდომა მოხდა სურათის გადარჩენის მცდელობისას.",module,Magento_AdobeStockImageAdminUi
"You have successfully downloaded the image.","თქვენ წარმატებით გადმოწერეთ სურათი.",module,Magento_AdobeStockImageAdminUi
"An error occurred on attempt to save the image.","შეცდომა მოხდა სურათის გადარჩენის მცდელობისას.",module,Magento_AdobeStockImageAdminUi
"Get related images finished successfully","დაკავშირებული სურათების წარმატებით დასრულება",module,Magento_AdobeStockImageAdminUi
"An error occurred on attempt to fetch related images.","შეცდომა მოხდა დაკავშირებული სურათების მოპოვების მცდელობისას.",module,Magento_AdobeStockImageAdminUi
"Media Gallery asset with adobe id %id does not exist.","მედია გალერეის აქტივი adobe id% - ით არ არსებობს.",module,Magento_AdobeStockImageAdminUi
ID,"პირადობის მოწმობა",module,Magento_AdobeStockImageAdminUi
Status,სტატუსი,module,Magento_AdobeStockImageAdminUi
Licensed,ლიცენზირებული,module,Magento_AdobeStockImageAdminUi
Unlicensed,არალიცენზირებული,module,Magento_AdobeStockImageAdminUi
Category,კატეგორია,module,Magento_AdobeStockImageAdminUi
None,არცერთი,module,Magento_AdobeStockImageAdminUi
Author,ავტორი,module,Magento_AdobeStockImageAdminUi
"Adobe Stock","Adobe Stock",module,Magento_AdobeStockImageAdminUi
"Search Adobe Stock","მოძებნეთ Adobe Stock",module,Magento_AdobeStockImageAdminUi
"Requested image doesn't exists.","მოთხოვნილი სურათი არ არსებობს.",module,Magento_AdobeStockImageAdminUi
Error,შეცდომა,module,Magento_AdobeStockImageAdminUi
"Localized error","ლოკალიზებული შეცდომა",module,Magento_AdobeStockImageAdminUi
"Adobe API Key is invalid!","Adobe API გასაღები არასწორია!",module,Magento_AdobeStockImageAdminUi
"Adobe API login has expired!","Adobe API შესვლა ამოიწურა!",module,Magento_AdobeStockImageAdminUi
label,ეტიკეტი,module,Magento_AdobeStockImageAdminUi
Yes,დიახ,module,Magento_AdobeStockImageAdminUi
All,ყველა,module,Magento_AdobeStockImageAdminUi
Horizontal,ჰორიზონტალური,module,Magento_AdobeStockImageAdminUi
Vertical,ვერტიკალური,module,Magento_AdobeStockImageAdminUi
Square,მოედანი,module,Magento_AdobeStockImageAdminUi
Panoramic,პანორამული,module,Magento_AdobeStockImageAdminUi
Standard,სტანდარტული,module,Magento_AdobeStockImageAdminUi
Premium,პრემია,module,Magento_AdobeStockImageAdminUi
"Could not load related assets for asset id: %id","არ შეიძლება დატვირთოს დაკავშირებული აქტივები აქტივის ID- სთვის:%",module,Magento_AdobeStockImage
"Image File has invalid characters.","გამოსახულების ფაილს არასწორი სიმბოლოები აქვს.",module,Magento_AdobeStockImage
"Could not save image.","ვერ შეინახა სურათი.",module,Magento_AdobeStockImage
"Could not save media gallery asset.","ვერ დაზოგა მედია გალერეის აქტივი.",module,Magento_AdobeStockImage
"Destination Path is too long; must be %1 characters or less","დანიშნულების გზა ძალიან გრძელია; უნდა იყოს% 1 სიმბოლო ან ნაკლები",module,Magento_AdobeStockImage
"Could not save image: destination directory is restricted.","ვერ შეინახავთ სურათს: შეზღუდულია დანიშნულების დირექტორია.",module,Magento_AdobeStockImage
"Could not save image: unsupported file type.","სურათის შენახვა შეუძლებელია: ფაილის მხარდაჭერილი ტიპი.",module,Magento_AdobeStockImage
"Image with the same file name already exits.","სურათი იმავე ფაილის სახელით უკვე გამოდის.",module,Magento_AdobeStockImage
"Please correct the data sent.","გთხოვთ, შეასწოროთ გაგზავნილი მონაცემები.",module,Magento_AdvancedPricingImportExport
"Entity type model '%1' is not found","პირის ტიპის მოდელი '% 1' არ არის ნაპოვნი",module,Magento_AdvancedPricingImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","პირის ტიპის მოდელი უნდა იყოს მაგალითი osMagento affalogatalogImportExport.Timel evisport elExport import toughtTyType",module,Magento_AdvancedPricingImportExport
"There are no product types available for export","ექსპორტისთვის პროდუქტის ტიპები არ არსებობს",module,Magento_AdvancedPricingImportExport
"Related Search Terms","დაკავშირებული ძიების პირობები",module,Magento_AdvancedSearch
"Add New Search Term","დაამატეთ ახალი ძებნა ტერმინი",module,Magento_AdvancedSearch
button_label,ღილაკი,module,Magento_AdvancedSearch
"Missing search engine parameter.","საძიებო სისტემის პარამეტრი აკლია.",module,Magento_AdvancedSearch
"Successful! Test again?","წარმატებული! ისევ ტესტი?",module,Magento_AdvancedSearch
"Connection failed! Test again?","კავშირი ვერ მოხერხდა! ისევ ტესტი?",module,Magento_AdvancedSearch
"Subscription status","გამოწერის სტატუსი",module,Magento_Analytics
"Sorry, there has been an error processing your request. Please try again later.","სამწუხაროდ, მოხდა შეცდომა თქვენი მოთხოვნის დამუშავებისას. გთხოვთ, მოგვიანებით სცადოთ.",module,Magento_Analytics
"The time value is using an unsupported format. Enter a supported format and try again.","დროის მნიშვნელობა არის მხარდაჭერილი ფორმატის გამოყენებით. შეიყვანეთ დამხმარე ფორმატი და კვლავ სცადეთ.",module,Magento_Analytics
"Cron settings can't be saved","Cron პარამეტრების შენახვა შეუძლებელია",module,Magento_Analytics
"There was an error save new configuration value.","შეცდომა დაფიქსირდა ახალი კონფიგურაციის მნიშვნელობის შესახებ.",module,Magento_Analytics
"Please select an industry.","გთხოვთ აირჩიოთ ინდუსტრია.",module,Magento_Analytics
"--Please Select--","--გთხოვთ აირჩიოთ-",module,Magento_Analytics
"Command ""%1"" was not found.","ბრძანება ""% 1"" ვერ იქნა ნაპოვნი.",module,Magento_Analytics
"The data is invalid. Enter the data as a string or data that can be converted into a string and try again.","მონაცემები არასწორია. შეიყვანეთ მონაცემები, როგორც სტრიქონი ან მონაცემები, რომლებიც შეიძლება გარდაიქმნას სტრიქონში და კვლავ სცადეთ.",module,Magento_Analytics
"The data is invalid. Enter the data as a string and try again.","მონაცემები არასწორია. შეიყვანეთ მონაცემები როგორც სტრიქონი და კვლავ სცადეთ.",module,Magento_Analytics
"The data is invalid. Use a valid cipher method and try again.","მონაცემები არასწორია. გამოიყენეთ შიფრირების სწორი მეთოდი და კვლავ სცადეთ.",module,Magento_Analytics
"Enter the encryption key and try again.","შეიყვანეთ დაშიფვრის გასაღები და კვლავ სცადეთ.",module,Magento_Analytics
"The ""%1"" source doesn't exist.","""% 1"" წყარო არ არსებობს.",module,Magento_Analytics
"These arguments can't be empty ""%1""","ეს არგუმენტები არ შეიძლება იყოს ცარიელი ""% 1""",module,Magento_Analytics
"Cannot find predefined integration user!","ვერ იპოვნეთ წინასწარ განსაზღვრული ინტეგრაციის მომხმარებელი!",module,Magento_Analytics
"File is not ready yet.","ფაილი ჯერ არ არის მზად.",module,Magento_Analytics
"Your Base URL has been changed and your reports are being updated. Advanced Reporting will be available once this change has been processed. Please try again later.","შეიცვალა თქვენი ბაზის URL და განახლებულია თქვენი მოხსენებები. მოწინავე ანგარიშგება შესაძლებელი იქნება ამ ცვლილების დამუშავების შემდეგ. გთხოვთ, მოგვიანებით სცადოთ.",module,Magento_Analytics
"Failed to synchronize data to the Magento Business Intelligence service. ","ვერ მოახერხა მონაცემების სინქრონიზაცია Magento Business Intelligence სერვისში. ",module,Magento_Analytics
"Retry Synchronization","განახორციელეთ სინქრონიზაცია",module,Magento_Analytics
TestMessage,ტესტირება,module,Magento_Analytics
"Apps and Games","პროგრამები და თამაშები",module,Magento_Analytics
"Athletic/Sporting Goods","ატლეტური / პორტატული საქონელი",module,Magento_Analytics
"Art and Design","ხელოვნება და დიზაინი",module,Magento_Analytics
"Advanced Reporting","მოწინავე მოხსენება",module,Magento_Analytics
"Gain new insights and take command of your business' performance, using our dynamic product, order, and customer reports tailored to your customer data.","მოიპოვეთ ახალი წარმოდგენები და შეასრულეთ თქვენი ბიზნესის შესრულება, გამოიყენეთ ჩვენი დინამიური პროდუქტი, წესრიგი და მომხმარებლის შესახებ ანგარიშები, რომლებიც მორგებულია თქვენი მომხმარებლის მონაცემებზე.",module,Magento_Analytics
"Go to Advanced Reporting","გადადით მოწინავე რეპორტაჟში",module,Magento_Analytics
Back,უკან,module,Magento_AsynchronousOperations
Done,შესრულებულია,module,Magento_AsynchronousOperations
Retry,უკან,module,Magento_AsynchronousOperations
"'Action Details - #' .","'სამოქმედო დეტალები - #' .",module,Magento_AsynchronousOperations
"%1 item(s) have been scheduled for update.""","%დაგეგმილია 1 პუნქტის (ებ) ის განახლება.""",module,Magento_AsynchronousOperations
"Bulk Actions Log","ნაყარი მოქმედებების ჟურნალი",module,Magento_AsynchronousOperations
"Bulk uuid %bulkUuid not exist","Bulk uuid% bulkUuid არ არსებობს",module,Magento_AsynchronousOperations
"Topic %1","თემა% 1",module,Magento_AsynchronousOperations
"Something went wrong while processing the request.","მოთხოვნის დამუშავებისას რაღაც არასწორედ წარიმართა.",module,Magento_AsynchronousOperations
"Error processing %key element of input data","შეცდომის დამუშავება შეყვანის მონაცემების ძირითადი ელემენტი",module,Magento_AsynchronousOperations
"Sorry, something went wrong during product prices update. Please see log for details.","სამწუხაროდ, პროდუქტის ფასების განახლების დროს რაღაც არასწორედ წარიმართა. იხილეთ ჟურნალი დეტალებისთვის.",module,Magento_AsynchronousOperations
"%1 item(s) are currently being updated.","%ამჟამად განახლებულია 1 პუნქტი (ებ) ი.",module,Magento_AsynchronousOperations
"Task ""%1"": ","დავალება ""% 1"": ",module,Magento_AsynchronousOperations
